OrderNo,PostalSector,CustomerType,CustomerId
14662493,44,Individual,395259529356
14662790,64,Individual,645880377050
14686870,46,Individual,7450757018
14718405,53,Individual,208780535770
14727412,53,Individual,316191486135
14737229,51,Individual,216655650395
14767527,14,Individual,859946536003
14770706,22,Corporate,197818952353
14786618,73,Individual,40420418146
14817253,13,Individual,644200226066
14860498,82,Individual,863324006360
14866950,16,Individual,552651771759
14888127,31,Individual,414944268101
14897007,53,Individual,657027013823
14925996,64,Individual,487470699697
15043311,68,Individual,620792649242
15046705,20,Individual,37523725290
15093104,76,Individual,929044615509
15115014,68,Individual,533358233760
15151591,46,Individual,69623825307
15202466,32,Individual,508807129599
15249173,59,Individual,214790038350
15300680,12,Individual,796912367645
15303358,54,Individual,919581314521
15312623,68,Individual,858391520169
15366326,82,Individual,760445037575
15367617,65,Individual,432246270117
15409069,48,Individual,241098479693
15448615,68,Individual,962071537891
15485193,42,Individual,966116880728
15587929,54,Individual,255334265656
15597536,51,Individual,522905975269
15633390,16,Individual,515288245761
15672177,47,Individual,235997688988
15707086,64,Individual,709836571243
15757436,68,Individual,507753401827
15789308,54,Individual,82099620144
15795763,23,Individual,536501910521
15829898,50,Individual,901166685924
15871391,82,Individual,909622930057
15875443,79,Individual,910533868543
15962009,51,Individual,900429607083
15969470,67,Individual,758396842612
16016394,65,Individual,149362043798
16035951,51,Individual,733657080523
16052751,14,Individual,585416014993
16053022,60,Individual,965392030114
16064892,68,Individual,614406258762
16083903,57,Individual,343298054267
16086599,16,Individual,409374111262
16204811,56,Individual,915908002190
16209022,73,Individual,462564602359
16232690,80,Individual,483314480664
16266818,12,Individual,383455705349
16272258,58,Corporate,577605334584
16319203,59,Individual,858475274489
16321054,65,Individual,90113921431
16330734,54,Individual,412935416198
16345659,33,Individual,207740058162
16407168,54,Individual,135719754697
16415749,50,Individual,614750505573
16425492,65,Corporate,213559245719
16429144,57,Individual,298235507127
16432009,79,Corporate,561263125392
16511585,68,Individual,387361274974
16629386,56,Individual,987547148674
16657257,78,Individual,647724000245
16677718,82,Individual,371997338535
16678987,27,Individual,407385692744
16738369,64,Individual,795750231503
16779614,31,Individual,988105522431
16810554,56,Individual,328673413305
16821299,73,Individual,824616666185
16833012,59,Individual,872780162723
16868494,33,Individual,676992396935
16916970,64,Individual,654369697024
16962815,82,Individual,824609840471
16980924,15,Individual,39905765311
17034962,58,Individual,717855574011
17063187,56,Individual,628590512074
17150011,57,Individual,885218500643
17203029,18,Individual,259401186217
17217699,64,Individual,302008705701
17219346,42,Individual,522576525598
17225043,73,Individual,237635646626
17232813,51,Individual,293176063892
17251756,58,Individual,188582163115
17257331,27,Individual,916462164147
17323238,52,Individual,772642760111
17329185,31,Individual,164675599941
17456645,46,Individual,655965206495
17465949,57,Individual,726911083860
17519358,48,Individual,230912812921
17527924,48,Corporate,718081413265
17551393,67,Individual,241027337071
17557240,35,Individual,66825130168
17600841,67,Individual,513790619867
17647497,68,Individual,119709656376
17725578,52,Individual,968070488755
17764605,33,Individual,173600620522
17845776,36,Individual,879095461612
17873124,52,Individual,238497740896
17961204,64,Individual,750358476353
17997892,57,Corporate,906161638876
18027326,64,Individual,506603866220
18029451,22,Individual,331361703563
18034266,78,Individual,300573879973
18040255,46,Individual,888034634330
18092666,37,Individual,658892565213
18205760,53,Individual,441544168394
18267748,55,Individual,204511051563
18267839,68,Individual,485691336272
18327097,59,Individual,626452138724
18447627,52,Individual,483788482374
18460070,27,Individual,475473571420
18473153,67,Individual,611579381196
18687124,12,Individual,996342398950
18691911,76,Individual,342844860633
18697707,76,Individual,427208965706
18728489,26,Individual,595911704894
18729572,52,Corporate,114503145172
18764597,54,Individual,984511561288
18829780,,Individual,553168656156
18864747,60,Corporate,625032384418
18890784,56,Individual,762219336330
18975295,44,Individual,224623746983
19020080,56,Individual,529305381372
19054864,63,Individual,394279901933
19113499,46,Individual,149612176207
19144711,31,Individual,682477977853
19211056,55,Individual,904617073213
19226958,47,Individual,877329821003
19263166,13,Individual,649719198249
19265612,27,Individual,467290789108
19280967,72,Individual,432808511478
19327304,68,Individual,789855694954
19342903,,Individual,977057543605
19376598,54,Individual,190955899553
19422712,60,Corporate,80975410601
19435439,42,Individual,962945635538
19517349,52,Individual,951249721769
19527023,40,Individual,117810373710
19544441,57,Individual,707808712122
19570313,68,Individual,288863201282
19579319,65,Individual,196512700051
19661785,68,Individual,195230283864
19663417,51,Individual,886039124078
19664423,54,Individual,53126211603
19680575,65,Individual,645021887993
19687431,68,Individual,111463682288
19772548,19,Corporate,119382285143
19774138,24,Individual,372258324385
19803943,28,Individual,724543480843
19861250,18,Individual,744509515692
19884384,,Individual,224214434732
19890300,67,Individual,970471621922
19944391,48,Individual,816846405230
20001769,52,Individual,797814881252
20033035,51,Individual,648902145553
20085451,16,Individual,329975794642
20122456,31,Corporate,678455615106
20136252,33,Individual,378017852173
20145986,54,Individual,684237711923
20152970,67,Individual,237828444456
20175585,60,Individual,706923667378
20255637,54,Individual,951845059166
20390853,57,Individual,819914202447
20401122,52,Individual,781489459601
20410891,52,Individual,642239851416
20434167,76,Individual,590493646682
20437732,,Individual,843398690373
20496186,54,Individual,440241778843
20504540,82,Individual,274726718629
20547968,80,Individual,99096508933
20564872,64,Individual,768747057430
20591024,26,Individual,704889987821
20603709,60,Individual,325496589491
20609502,68,Individual,120479843597
20668999,11,Individual,533917637257
20676198,81,Corporate,247694735144
20676330,51,Individual,281865281712
20719611,13,Corporate,202893055220
20726756,72,Corporate,881766147685
20819894,14,Individual,97564732850
20880462,38,Individual,123442887955
20883930,52,Individual,262830394635
20900953,51,Individual,382099489177
20913044,51,Individual,642243484378
21001800,32,Individual,448930182976
21018668,12,Individual,114395180525
21055958,31,Individual,618849823304
21059026,24,Individual,748728226720
21066380,15,Individual,689658871089
21083516,64,Individual,7149556260
21107860,26,Individual,837563791199
21131680,68,Individual,621722079609
21141500,65,Corporate,648265318302
21227940,15,Individual,419724034486
21236264,23,Corporate,752150823154
21249544,64,Individual,425875065778
21258590,73,Individual,483579294148
21308455,61,Individual,693685749395
21341588,56,Corporate,799870825210
21346367,40,Individual,739471979220
21350869,64,Individual,956222094978
21386458,15,Individual,126834745794
21414295,69,Corporate,459955959692
21418575,64,Individual,9750203134
21431975,82,Individual,908253667240
21446050,68,Individual,665281672366
21474592,30,Individual,825838324034
21490594,64,Individual,74105004796
21490698,59,Individual,885385771618
21501084,52,Individual,556418154011
21552624,42,Individual,782433793866
21570824,75,Individual,355827502482
21572086,68,Individual,35741504168
21642877,82,Individual,316490342716
21742401,24,Individual,390066400772
21744006,54,Individual,101906788231
21745548,41,Individual,51565332297
21851138,63,Individual,640271886487
21867253,63,Individual,36945557174
21915102,79,Individual,439200810755
21948660,22,Individual,969495105149
21956843,82,Individual,966472873994
21990804,46,Individual,662582107594
22046197,12,Individual,861991697832
22054461,82,Individual,89834198165
22065935,53,Corporate,679393704818
22087783,51,Individual,763232673785
22142933,15,Individual,884708161407
22197064,15,Corporate,675536642048
22199592,65,Individual,756426873612
22205695,64,Individual,678499420589
22228344,48,Individual,42737627115
22239103,80,Individual,483314480664
22239229,79,Individual,348104847042
22241106,54,Individual,531816771859
22280137,81,Individual,864900758155
22337969,76,Individual,241550346942
22349126,53,Individual,295817460976
22410229,68,Individual,22091811312
22471503,12,Individual,84604928529
22565724,73,Individual,181688549790
22578533,68,Individual,275514871524
22624132,,Individual,546316817914
22787526,79,Individual,882208904048
22793814,60,Corporate,836786231734
22794917,75,Individual,796641402820
22813701,73,Individual,614214509923
22814170,52,Individual,239020512151
22818947,52,Individual,100577697619
22865415,53,Individual,289406145903
22887728,54,Individual,128731366299
22890528,82,Individual,191781402740
22909721,18,Individual,672374723066
22935119,76,Individual,896443143383
22946682,54,Individual,754029682842
22998716,68,Individual,821472503917
23070591,73,Individual,102971151800
23108608,46,Individual,301019200790
23118331,82,Individual,35701285328
23151701,12,Individual,120955254946
23165172,68,Individual,599727981837
23232449,55,Individual,882896113112
23286107,23,Individual,308732857179
23299131,52,Individual,408919067061
23322941,90,Individual,124628249699
23366649,16,Individual,609660621190
23445259,68,Individual,270488725775
23447522,82,Individual,383392292079
23457449,56,Corporate,799870825210
23537114,23,Individual,456209008267
23572474,16,Individual,451818349449
23590329,17,Corporate,823222118146
23654545,16,Individual,851430905657
23696887,43,Individual,979844067802
23700375,54,Individual,185134277687
23707838,23,Individual,456209008267
23729737,18,Individual,85774495142
23733266,31,Individual,269515071599
23739729,54,Individual,284806036610
23742658,25,Individual,725951839882
23750436,43,Individual,449775465186
23766748,52,Corporate,553519402711
23845627,22,Individual,623808637165
23890823,14,Individual,112346760628
23911756,23,Individual,368636614708
23939688,67,Individual,335071792187
23977212,57,Individual,18952929768
23980980,53,Individual,133370733926
24042757,52,Individual,343936163281
24059970,13,Individual,419322175724
24152555,,Individual,168206732563
24187356,60,Individual,726777097713
24530109,55,Individual,382440227624
24545727,13,Individual,871133594357
24592606,41,Corporate,650864796748
24595528,52,Individual,205972932590
24615356,25,Individual,591491850861
24632677,52,Individual,125860595194
24645776,41,Individual,329958254696
24661092,10,Individual,924159482337
24664749,65,Individual,580922957825
24668386,46,Individual,50435619035
24711829,66,Individual,322984077926
24712400,12,Individual,410234866288
24737402,67,Individual,888047033731
24737470,64,Individual,502405734374
24747132,59,Individual,254256759615
24804244,15,Individual,524295972615
24865071,41,Individual,218912072210
24899848,12,Individual,599708277030
24909503,73,Corporate,34338141189
24941857,49,Individual,873125457775
24964909,73,Corporate,44366841626
24969134,16,Individual,171342729674
24969566,76,Individual,231069184618
24986405,67,Individual,100289061630
25015982,54,Individual,218216665923
25027790,35,Individual,581482821455
25062045,52,Individual,264366976579
25108370,68,Individual,386876334604
25160278,34,Individual,186948624938
25188740,82,Individual,519632276453
25230873,52,Individual,316312586649
25276900,19,Individual,224322140517
25300953,64,Individual,205844421220
25324834,11,Individual,964045283873
25348717,64,Individual,629333721035
25350329,76,Individual,144608948347
25363758,73,Individual,46645078528
25425183,64,Individual,185652815220
25474798,51,Individual,467216751825
25595248,68,Individual,76307079426
25606077,82,Individual,24602101795
25620531,57,Individual,976503792629
25640409,60,Individual,500904091164
25656561,52,Individual,788515598940
25672876,53,Individual,210481727769
25717924,76,Individual,305256349040
25733328,18,Individual,653094663633
25733596,40,Individual,274962107287
25746550,43,Individual,665640807177
25747837,15,Individual,288692521464
25771326,51,Individual,723629819004
25786107,99,Corporate,918527579580
25795282,73,Individual,521091849197
25834797,73,Individual,975721045133
25869630,65,Individual,452387012036
25875958,24,Individual,697184387777
25906716,82,Individual,185606888662
25911287,44,Individual,710986913093
25923712,73,Individual,247696213354
25975143,12,Individual,297778152416
26009615,12,Individual,295409087440
26031521,37,Individual,490813329249
26046590,11,Corporate,735817489791
26092623,54,Individual,719628929393
26147117,52,Individual,975328013908
26172494,12,Individual,113466507007
26195616,58,Individual,180238191484
26198841,30,Individual,439417123248
26283608,48,Individual,408208924467
26312455,52,Individual,838810976187
26329110,64,Individual,595044092058
26443907,32,Individual,726123666511
26462626,68,Individual,122657029393
26492889,53,Individual,964469902251
26499422,65,Individual,968022372076
26542121,73,Individual,444974349682
26565546,54,Individual,901952681465
26577990,59,Individual,899014077685
26591706,46,Corporate,995326510703
26593966,66,Corporate,429145779722
26608280,76,Individual,209208331691
26659490,76,Individual,689566590463
26682004,59,Individual,681672347460
26702278,90,Individual,296807591329
26723462,60,Corporate,824244022520
26754653,62,Corporate,525282223770
26785743,58,Individual,93870501802
26835615,67,Individual,888280941151
26847312,78,Individual,755876922477
26849350,41,Individual,500823157326
26859310,51,Individual,978196368220
26874774,73,Individual,975721045133
26912122,53,Individual,839506610162
26926830,57,Individual,226115034425
26927090,13,Individual,986319423053
26950185,51,Individual,877806319944
26954423,53,Individual,527994395702
26978515,25,Individual,675834861113
26998179,82,Individual,273121889729
27040928,68,Individual,939696482626
27061490,78,Individual,297083597704
27066808,54,Individual,983323066747
27078809,33,Corporate,113378285614
27117887,13,Corporate,216372278895
27140073,65,Individual,125685950207
27183372,48,Corporate,718081413265
27202356,76,Individual,764579300613
27204316,26,Individual,525457330635
27240280,15,Individual,633596290814
27257444,44,Individual,830133046562
27306015,53,Individual,656164356946
27317554,64,Individual,100595119364
27396798,27,Individual,749544331222
27418834,57,Corporate,625795345415
27424232,80,Individual,914108334166
27424258,64,Individual,733570288703
