CustomerId,Gender,AgeBand,Race,Nationality
275957523488,,,,
885469929837,2,6,5,8
622044772013,2,7,6,7
806854400607,2,7,5,8
757672058209,,,,
194634273453,,,,
332923122631,,,,
811902860161,1,6,5,7
711278210589,,,,
501760728275,2,6,5,7
824626872812,,,,
249842874680,2,5,6,1
531630102913,,,,
203382040538,2,4,6,7
512841900346,2,5,6,1
9172368916,2,6,6,7
11766191377,1,4,6,7
844096817778,,,,
133110427373,2,4,1,7
532398481571,,,,
61514306993,,,,
864244843469,1,6,6,7
439138377461,1,5,6,1
913399105928,2,8,5,7
476379266209,,,,
23829718795,,,,
107768558627,2,7,5,7
669620136561,,,,
144348779783,1,4,1,7
948319606803,2,7,6,1
865193091418,2,5,5,7
153581816630,,,,
524351826705,,,,
697788957656,,,,
700749191895,,,,
605459256676,,,,
588013890894,,,,
47521897615,,,,
157288015315,,,,
999477230891,2,8,6,2
287267289452,,,,
114073597627,1,6,1,7
940130944390,,,,
206919657862,,,,
35210766003,,,,
396669134359,2,5,5,7
441764112332,,,,
653381421901,,,,
617217535658,,,,
753935118829,,,,
726052333011,,,,
690834031728,2,6,6,7
763100175198,2,5,6,7
898256190991,,,,
601616317777,,,,
723177429600,2,6,5,7
635897501663,1,7,6,7
828574460722,,,,
26929733776,,,,
194869206410,,,,
329200403084,,,,
969515192381,,,,
399616778522,1,4,6,1
475892748065,,,,
144534003582,,,,
385251975017,,,,
846034313223,2,7,6,7
676225186510,2,5,6,7
367160477361,,,,
145554819191,,,,
29230327269,1,6,6,7
634444382282,0,12,6,1
477960214747,2,5,6,7
592107058062,2,3,6,7
257188353754,2,5,6,7
573784542706,,,,
876650449279,2,4,6,7
283459987021,,,,
915070049650,1,6,6,1
368000523526,,,,
345590270889,2,4,6,7
922973673900,,,,
82598792957,2,6,6,1
507651128392,,,,
650355759212,,,,
498146232509,,,,
741561311857,,,,
128684127696,,,,
229845104439,2,5,5,7
180335611927,,,,
58186373828,,,,
47442322130,,,,
383965634489,,,,
754055210709,,,,
946668504371,0,1,6,1
602071006543,,,,
887600488739,,,,
106879401787,,,,
600328809585,,,,
502199238639,2,5,6,7
124347522144,,,,
783031595666,2,4,6,7
242591161253,,,,
870094556198,,,,
551996432153,,,,
148735335433,0,12,6,1
261018419609,,,,
979750734637,,,,
670289653170,,,,
301144021916,,,,
583305328510,2,3,6,1
411152436130,,,,
234033143378,,,,
229447412788,2,6,5,7
899215634659,,,,
204151269676,,,,
113922511305,,,,
125848643363,1,8,6,7
609660621190,,,,
72481569271,,,,
2078795007,,,,
554130220159,1,4,6,1
444373647527,,,,
390334508674,,,,
498530209501,,,,
127629263366,,,,
804444396830,,,,
864565829274,,,,
688902077277,,,,
83218605961,,,,
882320019314,,,,
23128218788,,,,
459160299525,,,,
544698608993,,,,
275385018789,,,,
947805556236,,,,
415668977069,,,,
257175381173,,,,
827750435162,,,,
354984234049,,,,
24555631605,,,,
577939981826,,,,
738369895136,,,,
260242381200,,,,
496804002797,,,,
209856801515,2,2,6,2
739344944641,,,,
375736835543,,,,
746914630419,,,,
358881858631,,,,
846083369361,,,,
722909084053,,,,
105256684162,,,,
119532666514,,,,
995587131182,,,,
19093320601,,,,
757250419149,,,,
62467561552,,,,
599480829297,,,,
942436369479,,,,
244263038897,,,,
278862868997,,,,
464193825586,,,,
146646892621,,,,
98501471323,,,,
181666569720,,,,
746593976786,,,,
902394166290,,,,
502213928444,,,,
725066059793,,,,
132212079034,,,,
411503581932,,,,
108835357487,,,,
936833588219,,,,
758832134129,,,,
658350966745,,,,
687513013487,2,6,6,7
829228535913,,,,
731535477174,,,,
85164105534,,,,
350589828580,,,,
644352944756,,,,
615672586230,,,,
863794111412,,,,
357711765865,,,,
707201787607,,,,
888923858916,2,9,6,7
168492649697,0,12,6,1
418307316116,,,,
479208255618,,,,
893535918771,,,,
750634465424,,,,
763883961550,,,,
222681624630,2,5,6,3
685120689505,,,,
372217237141,,,,
672190144075,,,,
252487235384,,,,
291535844502,,,,
506972178006,,,,
668810643918,,,,
692214493268,,,,
656828276205,,,,
441011198395,,,,
781183765090,,,,
47117328058,,,,
872275050680,,,,
717525622551,,,,
222051135762,,,,
445695334986,,,,
697184387777,,,,
928930979793,,,,
898350362909,,,,
494090447386,2,5,6,7
674963340379,,,,
724050436551,,,,
440228383456,,,,
846072523564,,,,
200381226,,,,
996466711664,,,,
629713499485,,,,
360325578178,,,,
165958938703,,,,
969495105149,,,,
501285606051,,,,
645386019650,,,,
565478029912,,,,
656329459973,,,,
565596192978,,,,
725208773501,2,5,1,6
200115324774,,,,
16036032386,,,,
158446864562,,,,
492783325721,,,,
468970339319,,,,
186862493944,,,,
874572527182,,,,
80147261496,,,,
915217664935,,,,
352025756101,,,,
695374812899,,,,
309685840870,,,,
280112243852,,,,
697056250253,,,,
569511093924,,,,
544073651807,,,,
165359032603,,,,
544405305809,,,,
16760063558,,,,
739974217047,,,,
109965177619,,,,
755716589516,,,,
934070361798,,,,
191648460451,,,,
236169492895,,,,
424590563731,,,,
674649570519,,,,
757017534941,,,,
503213627142,,,,
498360519509,,,,
924305413802,,,,
974256660888,,,,
887882200487,,,,
946900966346,,,,
867486156292,,,,
865470412364,2,6,6,7
694101389732,,,,
344887017021,,,,
412145621810,,,,
348115352388,,,,
483041601797,,,,
435467715706,,,,
983909218675,,,,
329975794642,,,,
907677862823,,,,
746448071447,,,,
314300964642,,,,
309518680036,,,,
115068246018,,,,
259137997278,,,,
468045107249,,,,
356940293471,,,,
746562711041,,,,
121311643821,2,7,6,5
593807681767,,,,
329789493375,1,6,6,3
161639142298,,,,
752045785659,,,,
188918119961,,,,
726815776465,,,,
971990934984,2,4,6,7
621558452326,,,,
202381733219,,,,
850335359253,,,,
988797512382,,,,
676571639366,,,,
275495325454,,,,
64055906360,,,,
144056027062,,,,
729456582922,,,,
335698401267,,,,
281310011162,,,,
979094492418,,,,
981343248316,,,,
431048828028,,,,
594636712746,,,,
279635478964,,,,
887246618704,,,,
14331660090,,,,
924822987847,2,4,6,8
667334379147,,,,
214427406935,,,,
164436006086,,,,
497153473011,,,,
405316549603,,,,
817122701266,,,,
57320858142,,,,
343876401209,1,7,6,5
211611461824,,,,
19547017670,,,,
9592033233,,,,
224489953815,,,,
142570473348,,,,
312617114837,,,,
838221899682,,,,
826503088731,,,,
373040797905,2,6,6,7
907973984829,,,,
890464508764,,,,
713826204443,,,,
875685787530,,,,
73369731377,,,,
143358338168,,,,
985144314453,,,,
632368278395,,,,
46605121891,,,,
145594934929,,,,
440987619205,0,12,6,1
843890384372,,,,
804528137289,,,,
585881781135,,,,
871780709965,,,,
170664502730,,,,
613073031704,,,,
518622232432,0,12,6,1
378929691121,,,,
484580306783,,,,
825128247503,,,,
186706489910,,,,
249748490188,,,,
695500655542,1,6,6,1
261723749582,2,5,6,1
8777350562,,,,
279800075051,,,,
640589284703,,,,
598338543935,,,,
885342277308,,,,
423485689285,,,,
944429268659,2,6,6,2
926806195961,2,4,6,2
737597556063,2,6,6,7
329283295478,,,,
239809650983,,,,
962240888033,,,,
840844573525,,,,
395925816994,,,,
271941062376,,,,
841953054516,2,6,6,2
997276305945,,,,
274736316482,,,,
749916357782,,,,
837984809608,1,7,6,12
411603371268,,,,
430680630643,,,,
713922390567,,,,
661599739759,,,,
442288722196,,,,
474989233279,1,7,6,7
156784321283,,,,
779226109588,,,,
28083662844,1,6,6,7
87467790687,,,,
361635711685,,,,
255607113194,1,8,6,7
830563940568,,,,
979450516300,1,5,6,7
419063579691,,,,
141785162584,,,,
954351539917,,,,
386716921911,,,,
462144130610,,,,
523652905806,,,,
434901660211,,,,
108030419595,,,,
249320401448,,,,
761453355999,,,,
271071776787,,,,
495362614513,0,12,6,1
678780564172,,,,
627770311460,,,,
404600243270,1,7,6,7
574220839489,,,,
945956210288,2,7,6,7
187953986455,,,,
755920340491,,,,
328454865770,,,,
789694550439,2,2,6,10
270281560305,2,6,6,7
582093240047,,,,
726911083860,,,,
531824916806,,,,
638384609043,,,,
655025301852,,,,
990715999331,,,,
64658637268,,,,
589406175809,,,,
406914730830,,,,
92105924983,,,,
219010857657,,,,
562993211067,,,,
664800577888,,,,
342795972214,,,,
227769141079,,,,
152411315260,,,,
635037781925,,,,
95458927966,,,,
451288273958,,,,
937779858815,,,,
378350052620,,,,
702677044802,,,,
387645562408,,,,
454113801189,,,,
665348091864,,,,
610920806625,1,5,6,7
75386830339,,,,
619072341860,0,12,6,1
75069779287,1,7,6,7
390212477391,2,5,6,7
806232482976,,,,
851363521169,,,,
505848164187,,,,
469334814478,,,,
132251071026,,,,
564316827071,,,,
84954957400,,,,
93824346866,,,,
66114780088,,,,
61711646767,,,,
240042473990,,,,
791409060880,,,,
261912488917,,,,
271472786486,,,,
86916403663,,,,
386286012605,,,,
286054829165,,,,
641294376854,,,,
874091435587,,,,
816843452943,0,12,6,1
468740870066,,,,
302326934025,,,,
700399706301,,,,
727529790697,,,,
897218090891,,,,
421725930161,,,,
219541665019,,,,
690558058146,,,,
493723217478,,,,
228814615683,,,,
559716578134,1,6,6,7
760202406413,,,,
843857147036,,,,
76604912207,,,,
54717356760,,,,
913732512179,,,,
158373186125,,,,
448826577464,,,,
140030210212,,,,
150929082954,,,,
252756697965,,,,
923426265474,,,,
375716288743,2,10,6,7
897543394006,,,,
828373182084,,,,
183047668142,,,,
182491555496,,,,
373172585096,,,,
897521002328,2,8,6,7
894487624726,,,,
807060069097,,,,
301392292885,,,,
715248592910,1,9,6,7
731253529760,2,5,6,1
329304447619,,,,
630354762617,,,,
885127528775,,,,
356627129555,,,,
834929942645,,,,
129904746509,1,5,6,5
551279729937,,,,
424011027889,,,,
838038398301,,,,
520401913078,,,,
855194911124,,,,
647064266256,2,9,6,7
499654871507,,,,
799718389736,,,,
178081210758,,,,
694794897305,,,,
104722583198,2,4,6,6
820985697545,,,,
611968440457,,,,
115435520989,,,,
211072432686,,,,
697035716853,,,,
368636614708,,,,
36321405742,,,,
975448715506,,,,
703047084645,,,,
192600590417,,,,
589732176984,,,,
593865499432,,,,
312999678197,,,,
257388708629,,,,
829771818137,2,6,6,7
808368395767,,,,
623239667693,,,,
672198556323,,,,
494766990354,,,,
958897904815,,,,
985319051114,2,7,6,7
285749327031,,,,
326779453732,,,,
897077534595,1,3,6,8
874365893700,,,,
91278005265,2,7,6,1
440471859009,2,7,6,7
883866127673,,,,
245324413322,,,,
696310739967,,,,
857612666247,,,,
833072390558,1,5,6,7
237926798659,1,8,6,1
264150393407,,,,
159912760885,,,,
292829552358,,,,
472134133969,1,6,6,8
699760509670,1,9,6,7
865419797039,,,,
817164979919,,,,
943094561823,1,7,6,8
423564675344,,,,
685440025021,,,,
772120592882,1,6,6,9
165454482508,,,,
580687775859,,,,
480078820765,,,,
688872772263,,,,
340226035488,1,7,6,7
396004439578,,,,
810048836015,,,,
369158078062,,,,
46708654585,,,,
771844695238,,,,
213371059144,,,,
105135200999,,,,
588329400651,,,,
354103031877,2,7,6,7
57343726271,,,,
879615181215,,,,
453940013647,,,,
881272238925,,,,
182391597222,,,,
472852029624,1,6,6,7
860774141858,,,,
429520852810,2,6,6,7
237341798082,,,,
646870447113,,,,
48439787402,,,,
825825159381,,,,
973719399895,,,,
544976332100,1,7,6,7
221057473912,,,,
914752348239,,,,
678294249406,,,,
582138155092,,,,
307514913640,,,,
877209411932,,,,
162382716896,,,,
993732694400,,,,
648637681920,,,,
68451845163,,,,
948229955326,,,,
115397573417,1,8,6,7
48838767480,,,,
981794678746,,,,
697782081561,,,,
338115832920,2,6,6,8
763785696747,,,,
777435689130,,,,
966584411839,1,7,6,7
26683045636,,,,
617338178390,,,,
801401621738,2,7,6,7
448563589738,,,,
242343981778,,,,
388882891150,,,,
760663054674,,,,
318722313129,,,,
885289034493,,,,
514393514033,,,,
407105113692,,,,
706983414641,1,5,6,1
829578173591,,,,
230971715840,,,,
192680534555,,,,
518394633646,,,,
423904241490,,,,
763658956942,,,,
355743371372,,,,
416724213833,,,,
981197948842,,,,
757707779956,,,,
492514602532,1,7,6,1
602680179326,,,,
757459800848,,,,
983410623386,,,,
527289627729,,,,
530717579124,1,5,6,7
912606885595,,,,
970804465217,,,,
236431079187,2,6,6,7
372200239465,,,,
753210876130,,,,
867078432882,,,,
90127871500,,,,
221088511979,,,,
597274278347,,,,
576315065384,,,,
448426429085,,,,
789642124421,2,7,6,7
826479602815,,,,
463345754360,,,,
335258844788,,,,
525256811120,2,5,6,7
9183015135,,,,
765904996912,,,,
533226974226,,,,
305397636110,,,,
378338423664,,,,
250578364558,,,,
120666991539,,,,
63718640764,,,,
327780940715,2,8,6,7
814897834240,2,7,6,7
546572126335,1,7,6,7
597328215809,,,,
996917264935,,,,
563893192002,,,,
736722743825,2,4,6,2
959611879043,,,,
847880774926,,,,
283793760865,,,,
486016138696,,,,
125599883635,,,,
256892574224,,,,
738823111761,,,,
548168288652,,,,
570200015648,,,,
332289535603,,,,
721914836444,,,,
164726673570,,,,
271102637527,,,,
114989719688,,,,
138085593750,,,,
157216025530,,,,
159687766642,,,,
598981489488,,,,
110080267447,,,,
227778873163,,,,
79351556318,1,5,6,7
262412469056,,,,
710616678792,,,,
510645068034,,,,
846718015095,,,,
91830646855,,,,
112316507253,,,,
842869805405,,,,
205424132470,,,,
854852603831,,,,
437235367998,,,,
830158893091,,,,
53771152895,,,,
253806731604,,,,
837731348623,,,,
233240254564,,,,
167160978701,,,,
346357350141,,,,
849402932118,,,,
819986108805,,,,
786985185835,,,,
154820159334,,,,
10828027853,,,,
91133787977,,,,
859905814829,,,,
669351960106,,,,
336249242515,,,,
780298152971,,,,
249297713669,,,,
555840191095,,,,
993993253288,,,,
425050445230,,,,
517413146879,,,,
806875080468,,,,
231201152128,,,,
673133793063,,,,
202665470903,,,,
510858233348,,,,
106981633858,,,,
729731594815,,,,
607982749220,,,,
827096076315,,,,
512552061415,,,,
474722409505,,,,
176324063742,,,,
98202198842,,,,
836384050962,,,,
63075221681,,,,
733953553906,,,,
130221429299,,,,
564804084674,,,,
598229592995,,,,
970786702226,,,,
394511628243,,,,
241214206529,,,,
738266639687,,,,
395035918531,,,,
554146561006,,,,
398014783524,,,,
427113276188,,,,
622145360840,,,,
311960469757,,,,
408403205656,,,,
366105588490,,,,
563038561421,,,,
738247751251,,,,
688106786444,,,,
349617704206,,,,
488934083553,,,,
593019968233,,,,
14623036962,,,,
588494019318,,,,
603850950867,,,,
788511694244,,,,
529912503240,,,,
920181394172,,,,
954831218042,,,,
978555400085,,,,
479761494227,,,,
364303032878,,,,
954757568201,,,,
906566995113,,,,
166902230103,,,,
179982350727,,,,
322814547334,,,,
887921462123,,,,
800144373387,,,,
393131985118,,,,
168200169706,,,,
750201295303,,,,
171092836812,,,,
660058694384,,,,
519042883356,,,,
435574515900,,,,
793771462976,,,,
89718250735,,,,
356083532979,,,,
878901179966,,,,
38990547495,,,,
580302333027,,,,
772087537168,,,,
310501507272,,,,
939326243405,,,,
664635007638,,,,
156776921884,,,,
409763296689,,,,
720154801739,,,,
339372171968,,,,
669373342977,,,,
708315140958,,,,
415474140062,,,,
329958254696,,,,
632506291204,,,,
9815600064,,,,
185652815220,,,,
690074348868,,,,
222154348201,,,,
253851605282,1,6,6,7
318579675970,,,,
584456498961,,,,
582614666036,,,,
617138070007,,,,
222621165792,,,,
491929396764,,,,
890024618393,,,,
801412670915,,,,
715847982395,,,,
798460707326,,,,
501209317116,2,5,6,7
335667814591,,,,
564622600877,,,,
497012064444,,,,
91705566923,,,,
721003404800,,,,
822249700685,,,,
925003245144,,,,
154066562577,,,,
838062521954,,,,
170000869680,,,,
537939102900,,,,
997520956719,,,,
652159799122,,,,
607184318551,,,,
809374580145,,,,
575013293801,,,,
544039590944,,,,
770777132986,,,,
188582163115,,,,
726545618363,,,,
849290096746,,,,
720469818034,,,,
983279189999,,,,
646741460715,,,,
189250729074,,,,
183474284400,2,5,6,7
551178267811,,,,
554463625040,,,,
447414244676,,,,
710020880816,2,5,5,7
204718558659,,,,
638443711873,,,,
811139724735,2,4,6,7
140673951399,,,,
790534118197,2,4,5,7
819890498106,,,,
990836209555,,,,
522980762888,,,,
229233904376,,,,
568349806963,1,6,1,7
588136945351,,,,
86695820303,,,,
659172777750,,,,
600551486441,,,,
680904394279,,,,
219125033563,1,6,6,7
813515377354,,,,
99213326916,,,,
455741093747,,,,
733035611677,,,,
848622879380,,,,
432683624086,,,,
764457280964,,,,
131881988603,,,,
808510343646,1,6,5,7
318310785473,0,12,6,1
932527904648,2,6,6,7
517572225392,1,6,3,7
983499615150,,,,
757746927624,,,,
963128040015,,,,
237553298917,,,,
982534478249,,,,
548932105293,,,,
870346618158,,,,
163886909809,2,5,6,7
987574711259,,,,
287971756062,1,5,6,8
311171334061,,,,
800226328064,1,6,6,10
843510185417,,,,
509132060973,,,,
95678131230,1,6,6,7
121155379350,1,6,6,1
971436028347,,,,
309231186153,,,,
815333105718,,,,
399658827387,,,,
52555812602,,,,
214790038350,,,,
209268836879,,,,
326028245219,,,,
70240586987,,,,
291978836898,1,5,6,7
940424688514,,,,
724829513069,,,,
696240568826,2,5,5,8
894974618352,1,5,6,8
988727078480,,,,
983393349602,,,,
873479873193,,,,
277482818263,2,6,5,8
867638546951,,,,
661617682445,,,,
592624559092,,,,
398860394488,,,,
350037273836,,,,
217270945909,,,,
521588927572,,,,
380168063903,,,,
955221362288,,,,
734710574082,,,,
703505801255,,,,
606561233335,,,,
881784570768,1,6,3,5
102470554687,,,,
70170087080,,,,
297034666827,1,5,5,8
648492208708,2,5,6,7
122369515096,2,6,5,7
671215859551,1,5,6,5
562477880374,,,,
675692910274,1,5,6,7
806440595913,,,,
607565157694,,,,
532829887351,,,,
250362207875,,,,
526412498335,2,5,6,7
219190556154,1,6,6,1
678311207421,,,,
799504409170,2,7,6,7
462478332242,,,,
206999030149,,,,
790711194399,2,4,5,8
881096064954,,,,
631035842453,,,,
204597252710,2,8,4,8
508414739610,,,,
712498526816,,,,
455842194602,1,8,5,7
924119119964,,,,
329296728481,2,6,6,6
857871693439,1,7,6,1
501128047190,,,,
876818402529,,,,
157972838737,,,,
342059487658,2,5,6,1
408898140280,,,,
604032792077,2,10,6,7
850912247511,0,12,6,1
656782666874,,,,
326573917666,,,,
106704836891,,,,
652758352462,,,,
887118467142,,,,
398539777948,,,,
624555773988,,,,
540593932172,1,6,6,7
656255506037,,,,
372186450689,,,,
83100591882,,,,
248622657824,,,,
14006665622,,,,
935202252736,,,,
144344188426,,,,
960510569778,1,5,3,7
923254161664,1,5,6,7
525354635763,,,,
560934612562,,,,
399952589176,2,4,5,8
91235885347,,,,
637181467389,,,,
358523455421,,,,
787654334017,,,,
552345532444,2,7,6,7
635629279335,,,,
171494469575,1,6,6,7
926186283238,,,,
420435947856,,,,
426525387363,,,,
177039707627,,,,
1237182328,,,,
913317224247,2,5,5,8
469015971386,1,6,6,7
674604167796,,,,
566556276240,1,5,6,5
601788058288,2,5,6,7
851304753555,,,,
990069045434,0,12,6,1
33168300453,2,4,5,8
160228139381,2,5,6,8
961589111674,,,,
72347641254,1,6,6,7
755067093235,,,,
771097421313,,,,
581366707822,1,4,6,7
829179383445,,,,
968262602385,2,6,6,7
918714369075,2,5,5,8
972487210466,1,5,6,7
81643996345,,,,
682477977853,,,,
280212267495,2,6,6,8
714418957749,,,,
790513216530,,,,
544546327614,,,,
917571300601,,,,
253699986613,1,5,6,1
933515667706,1,5,6,5
749392002274,0,12,6,1
831880871400,,,,
754952434419,,,,
113478590873,,,,
308732857179,,,,
387025988243,,,,
669493369375,,,,
865294556628,,,,
422665218804,,,,
360114330002,,,,
392932798834,,,,
730304050380,,,,
659693347597,,,,
735052777707,,,,
594033228953,,,,
271910986440,,,,
402174084990,,,,
364823148331,,,,
508672349757,,,,
753586992120,,,,
245900495213,1,5,6,7
199687889129,,,,
92947576531,,,,
679619949022,2,6,6,8
887650581003,,,,
267749509525,,,,
76246151446,,,,
140838597493,,,,
697067487666,,,,
864596776982,,,,
624549075494,2,5,6,8
702389998762,,,,
886299433319,,,,
228966357057,,,,
12697988466,,,,
757674184029,,,,
704694423014,,,,
154481036608,,,,
529388743083,,,,
870508013344,,,,
443093794610,1,6,6,7
277343783758,,,,
659103679594,,,,
646748240709,2,5,6,7
509300035804,2,5,6,7
123545645749,,,,
670188734670,,,,
740459049058,,,,
914144968916,,,,
154783429780,,,,
754366580764,,,,
126030830601,,,,
405318289708,,,,
536560000572,,,,
300394794188,,,,
795558898388,,,,
26276796638,,,,
825585536309,,,,
688822119079,,,,
893660270923,,,,
177934288735,,,,
247423096123,,,,
781085855859,,,,
300043576681,,,,
223514748507,,,,
486953463307,1,7,6,7
593557052416,,,,
624637603408,2,7,6,7
130915781233,,,,
423584419089,,,,
826461423173,,,,
354718120440,,,,
804606392065,,,,
662861542460,,,,
60732900076,,,,
639697798149,,,,
807586170004,,,,
51367929817,,,,
654126698981,2,5,6,7
926690786762,,,,
809689971529,2,4,6,7
301019200790,1,7,6,1
424441616282,2,5,6,7
591143533253,,,,
314812941492,2,6,6,8
480726863653,2,5,6,1
259215095218,1,8,5,7
559302201061,,,,
428496834952,,,,
787355912525,,,,
236824220864,1,5,6,8
223403192201,,,,
894720003401,,,,
586374205398,,,,
51420424499,,,,
599495068302,1,6,5,7
279236671181,,,,
700545477577,,,,
834774814391,,,,
3168056808,,,,
248399461514,,,,
611066482841,1,6,6,8
13915326782,,,,
715530165859,,,,
330674763463,1,6,5,8
944466242992,,,,
877889174322,,,,
188282188359,,,,
580149199364,,,,
150141937845,,,,
480135103498,,,,
29148291770,,,,
816227430531,,,,
235357094922,,,,
828181938233,,,,
201417394554,1,7,6,1
285432675370,2,8,1,7
333054895084,1,7,6,1
551404413999,,,,
257742337139,,,,
710218383309,,,,
146435590718,,,,
855412044123,,,,
854574844379,,,,
205844421220,,,,
614061070585,,,,
581471924514,,,,
107637505272,,,,
530691273014,0,1,6,1
70356826296,,,,
487420478829,,,,
427045761312,1,5,6,1
462885859692,,,,
273303328443,,,,
202111323508,,,,
451232733042,,,,
511427645159,,,,
648263299258,2,5,6,7
154257547678,,,,
29314177042,,,,
432863403662,,,,
195751790562,,,,
213846845434,,,,
195843364583,,,,
338843920348,1,6,6,9
570827701749,2,6,6,1
531481214007,,,,
771433050655,,,,
20698854458,,,,
905560943407,1,4,3,5
791278196051,,,,
835181379357,,,,
600746033268,,,,
786327543019,,,,
609786519501,,,,
222416283147,1,5,6,7
234092061216,,,,
325811834995,1,5,6,1
832626594296,,,,
22225368869,,,,
950880980016,,,,
65359069370,,,,
84218227710,,,,
376652962058,,,,
799509772975,2,6,6,7
728866468452,2,7,6,1
210014881972,,,,
627503583742,1,10,5,7
771390434139,1,5,6,8
203403040357,,,,
658692273851,1,5,6,7
293294986639,1,5,6,7
213805878058,2,10,6,7
676749923871,1,8,6,7
821101372162,,,,
881071393076,,,,
442057667380,,,,
582187586817,,,,
175003911251,,,,
791443488853,,,,
651446323793,,,,
433017158584,,,,
904304578966,,,,
895886510311,1,5,6,7
542757644289,,,,
988273319134,,,,
306170090826,,,,
855908140104,,,,
482189822410,,,,
812448147369,,,,
343425268338,,,,
193540790939,1,5,6,1
890540762166,,,,
830292757830,,,,
26066368198,,,,
693474771753,,,,
968009835139,1,6,6,7
983445463385,,,,
319333339173,,,,
439955808207,,,,
287700412232,,,,
412563432403,,,,
542223205157,,,,
890401858617,,,,
818557446513,,,,
311525260464,1,5,6,7
108773959800,,,,
400854052403,,,,
551318809208,,,,
845322551815,,,,
609428703217,,,,
924864283125,1,4,6,7
103629986250,,,,
263874779605,,,,
478433429226,,,,
803324046892,,,,
729940844181,,,,
585088836959,,,,
370792933310,2,5,6,8
181328828596,,,,
745989604670,,,,
988588945233,2,5,6,7
205332501621,2,5,4,8
650981993803,,,,
102003609396,,,,
138511971852,,,,
668824131894,,,,
268125607320,,,,
218375044693,2,5,6,7
919643470345,,,,
555788833260,,,,
844996162919,,,,
473856088034,,,,
347598695978,,,,
217286685106,,,,
611649366351,2,8,6,7
821183903714,,,,
309886601041,,,,
372220991515,,,,
139299055163,,,,
37523725290,,,,
852851533153,,,,
193086007259,,,,
264379275881,,,,
337466645505,,,,
702879951296,,,,
118723749044,,,,
572350614734,,,,
689574458084,,,,
882632528171,2,8,3,5
385402579250,,,,
343936163281,,,,
166555697954,,,,
401100993420,,,,
833306988568,,,,
639902114397,,,,
238955577736,,,,
133493035003,,,,
705810135664,2,6,5,8
485112472555,1,6,6,1
126093200292,,,,
686494236807,1,4,6,7
92507786179,2,4,6,8
835427262222,2,6,6,7
209031550183,,,,
850717711677,,,,
117503260658,,,,
448012491115,,,,
226115034425,,,,
407680580120,,,,
237733701963,,,,
469734968599,,,,
857887466343,,,,
341133867864,,,,
763096696895,,,,
168933924937,,,,
